# number of nodes: 996
# number of edges: 1137
# number of fixed handles: 16
# 
start,end,type,l,u,w
BGKR_112_WA-288-1-1-arr-right,BGKR_112_WA-288-1-1-dep-right,waiting,0,0,2
henkel_15_S9_C_BFBB_BSPA_0_S9_C_BSPA_BFBB_0-288-1-21,BGKR_112_WA-288-1-1-arr-right,henkel-from,56,56,2
BHER_472_B-348-1-21-dep-right,BNK_462_B-348-1-1-arr-right,driving,12,12,2
BNK_462_B-348-1-1-arr-right,BNK_462_B-348-1-1-dep-right,waiting,5,33,2
BNK_462_B-348-1-1-dep-right,BKHD_442_B-348-1-1-arr-right,driving,20,20,2
BKHD_442_B-348-1-1-arr-right,BKHD_442_B-348-1-1-dep-right,waiting,5,67,2
BKHD_442_B-348-1-1-dep-right,BBMW_5_B-348-1-1-arr-right,driving,20,20,2
BBMW_5_B-348-1-1-arr-right,BBMW_5_B-348-1-1-dep-right,waiting,5,33,2
BBMW_5_B-348-1-1-dep-right,BSW_4_B-348-1-1-arr-right,driving,25,25,2
BSW_4_B-348-1-1-arr-right,BSW_4_B-348-1-1-dep-right,waiting,5,33,2
BSW_5_B-348-1-2-dep-right,BBMW_4_B-348-1-2-arr-right,driving,22,22,2
BBMW_4_B-348-1-2-arr-right,BBMW_4_B-348-1-2-dep-right,waiting,5,33,2
BKHD_441_B-348-1-2-arr-right,BKHD_441_B-348-1-2-dep-right,waiting,5,67,2
BBMW_4_B-348-1-2-dep-right,BKHD_441_B-348-1-2-arr-right,driving,21,21,2
BKHD_441_B-348-1-2-dep-right,BNK_461_B-348-1-2-arr-right,driving,20,20,2
BNK_461_B-348-1-2-arr-right,BNK_461_B-348-1-2-dep-right,waiting,5,33,2
BHER_471_B-348-1-21-arr-right,BHER_471_B-348-1-21-dep-right,waiting,5,33,1
BNK_461_B-348-1-2-dep-right,BHER_471_B-348-1-21-arr-right,driving,12,12,2
BHER_471_B-348-1-21-dep-right,BHER_483_A-348-1-21-arr-right,driving,14.0,14.0,1
BHER_483_A-348-1-21-arr-right,BHER_483_A-348-1-21-dep-left,turn,20,180,1
BHER_483_A-348-1-21-dep-left,BHER_472_B-348-1-21-arr-right,driving,14.0,14.0,1
BHER_472_B-348-1-21-arr-right,BHER_472_B-348-1-21-dep-right,waiting,5,33,1
BSW_4_B-348-1-1-dep-right,henkel_12_S47_K_BHER_BSPF_0_S47_K_BSPF_BHER_0-348-1-12,henkel-to,36,36,2
henkel_12_S47_K_BHER_BSPF_0_S47_K_BSPF_BHER_0-348-1-12,BSW_5_B-348-1-2-arr-right,henkel-from,153,153,2
BSW_5_B-348-1-2-arr-right,BSW_5_B-348-1-2-dep-right,waiting,5,33,2
BKRW_101_B-182-1-1-arr-left,BKRW_101_B-182-1-1-dep-left,waiting,5,100,2
BKRW_102_B-182-1-1-arr-right,BKRW_102_B-182-1-1-dep-right,waiting,5,100,2
BBU_112_B-182-1-1-dep-right,BKRW_101_B-182-1-1-arr-left,driving,33,33,2
BBU_112_B-182-1-1-dep-right,BKRW_102_B-182-1-1-arr-right,driving,28,28,2
BKRW_101_B-182-1-1-dep-left,BBLB_1_B-182-1-1-arr-right,driving,36,36,2
BBLB_1_B-182-1-1-arr-right,BBLB_1_B-182-1-1-dep-right,waiting,5,50,2
BKRW_102_B-182-1-1-dep-right,BBLB_1_B-182-1-1-arr-right,driving,31,31,2
BBLB_1_B-182-1-1-dep-right,BPHD_1_B-182-1-1-arr-right,driving,20,20,2
BPHD_1_B-182-1-1-arr-right,BPHD_1_B-182-1-1-dep-right,waiting,5,50,2
BPHD_1_B-182-1-1-dep-right,BPKW_642_B-182-1-1-arr-right,driving,20,20,2
BPKW_642_B-182-1-1-arr-right,BPKW_642_B-182-1-1-dep-right,waiting,5,40,2
BBOS_612_B-182-1-1-arr-right,BBOS_612_B-182-1-1-dep-right,waiting,5,22,2
BPKW_642_B-182-1-1-dep-right,BBOS_612_B-182-1-1-arr-right,driving,18,18,2
BBOS_612_B-182-1-1-dep-right,BGB_721_B-182-1-1-arr-right,driving,15,15,2
BBOS_612_B-182-1-1-dep-right,BGB_722_B-182-1-1-arr-right,driving,15,15,2
BGB_721_B-182-1-1-arr-right,BGB_721_B-182-1-1-dep-right,waiting,5,25,2
BGB_722_B-182-1-1-arr-right,BGB_722_B-182-1-1-dep-right,waiting,5,25,2
BGB_721_B-182-1-1-dep-right,BHUM_711_B-182-1-1-arr-right,driving,12,12,2
BHUM_711_B-182-1-1-arr-right,BHUM_711_B-182-1-1-dep-right,waiting,5,33,2
BGB_722_B-182-1-1-dep-right,BHUM_711_B-182-1-1-arr-right,driving,12,12,2
BHUM_711_B-182-1-1-dep-right,BNB_411_B-182-1-1-arr-right,driving,23,23,2
BNB_411_B-182-1-1-arr-right,BNB_411_B-182-1-1-dep-right,waiting,5,33,2
BHUM_712_B-182-1-2-arr-right,BHUM_712_B-182-1-2-dep-right,waiting,5,33,2
BNB_414_B-182-1-2-dep-right,BHUM_712_B-182-1-2-arr-right,driving,22,22,2
BHUM_712_B-182-1-2-dep-right,BGB_724_B-182-1-2-arr-right,driving,13,13,2
BHUM_712_B-182-1-2-dep-right,BGB_723_B-182-1-2-arr-right,driving,13,13,2
BGB_724_B-182-1-2-arr-right,BGB_724_B-182-1-2-dep-right,waiting,5,25,2
BGB_723_B-182-1-2-arr-right,BGB_723_B-182-1-2-dep-right,waiting,5,25,2
BGB_724_B-182-1-2-dep-right,BBOS_613_B-182-1-2-arr-right,driving,15,15,2
BBOS_613_B-182-1-2-arr-right,BBOS_613_B-182-1-2-dep-right,waiting,5,22,2
BGB_723_B-182-1-2-dep-right,BBOS_613_B-182-1-2-arr-right,driving,15,15,2
BBOS_613_B-182-1-2-dep-right,BPKW_641_B-182-1-2-arr-right,driving,18,18,2
BPKW_641_B-182-1-2-arr-right,BPKW_641_B-182-1-2-dep-right,waiting,5,40,2
BPKW_641_B-182-1-2-dep-right,BPHD_2_B-182-1-2-arr-right,driving,21,21,2
BPHD_2_B-182-1-2-arr-right,BPHD_2_B-182-1-2-dep-right,waiting,5,50,2
BPHD_2_B-182-1-2-dep-right,BBLB_4_B-182-1-2-arr-right,driving,20,20,2
BBLB_4_B-182-1-2-arr-right,BBLB_4_B-182-1-2-dep-right,waiting,5,50,2
BBLB_4_B-182-1-2-dep-right,BKRW_101_B-182-1-2-arr-right,driving,33,33,2
BBLB_4_B-182-1-2-dep-right,BKRW_102_B-182-1-2-arr-left,driving,38,38,2
BKRW_101_B-182-1-2-arr-right,BKRW_101_B-182-1-2-dep-right,waiting,5,100,2
BKRW_102_B-182-1-2-arr-left,BKRW_102_B-182-1-2-dep-left,waiting,5,100,2
BKRW_101_B-182-1-2-dep-right,BBU_111_B-182-1-2-arr-right,driving,28,28,2
BBU_111_B-182-1-2-arr-right,BBU_111_B-182-1-2-dep-right,waiting,5,100,2
BKRW_102_B-182-1-2-dep-left,BBU_111_B-182-1-2-arr-right,driving,33,33,2
BNB_411_B-182-1-1-dep-right,henkel_4_S2_WI_BBU_BLRD_0_S2_WI_BLRD_BBU_0-182-1-12,henkel-to,153,153,2
BNB_411_B-182-1-1-dep-right,henkel_4_S2_W_BBER_BLRD_0_S2_W_BLRD_BBER_0-182-1-12,henkel-to,53,53,2
henkel_4_S2_WI_BBU_BLRD_0_S2_WI_BLRD_BBU_0-182-1-12,BNB_414_B-182-1-2-arr-right,henkel-from,117,117,2
BNB_414_B-182-1-2-arr-right,BNB_414_B-182-1-2-dep-right,waiting,5,33,2
henkel_4_S2_W_BBER_BLRD_0_S2_W_BLRD_BBER_0-182-1-12,BNB_414_B-182-1-2-arr-right,henkel-from,17,17,2
BBU_111_B-182-1-2-dep-right,henkel_5_S2_W_BBER_BLRD_0_S2_W_BLRD_BBER_0-182-1-21,henkel-to,165,165,2
henkel_5_S2_W_BBER_BLRD_0_S2_W_BLRD_BBER_0-182-1-21,BBU_112_B-182-1-1-arr-right,henkel-from,134,134,2
BBU_112_B-182-1-1-arr-right,BBU_112_B-182-1-1-dep-right,waiting,5,100,2
BBU_111_B-178-1-21-dep-left,BKRW_101_B-178-1-1-arr-left,driving,28,28,2
BBU_111_B-178-1-21-dep-left,BKRW_102_B-178-1-1-arr-right,driving,33,33,2
BKRW_101_B-178-1-1-arr-left,BKRW_101_B-178-1-1-dep-left,waiting,5,100,2
BKRW_102_B-178-1-1-arr-right,BKRW_102_B-178-1-1-dep-right,waiting,5,100,2
BBU_112_B-178-1-21-dep-right,BKRW_101_B-178-1-1-arr-left,driving,33,33,2
BBU_112_B-178-1-21-dep-right,BKRW_102_B-178-1-1-arr-right,driving,28,28,2
BKRW_101_B-178-1-1-dep-left,BBLB_1_B-178-1-1-arr-right,driving,36,36,2
BBLB_1_B-178-1-1-arr-right,BBLB_1_B-178-1-1-dep-right,waiting,5,50,2
BKRW_102_B-178-1-1-dep-right,BBLB_1_B-178-1-1-arr-right,driving,31,31,2
BBLB_1_B-178-1-1-dep-right,BPHD_1_B-178-1-1-arr-right,driving,20,20,2
BPHD_1_B-178-1-1-arr-right,BPHD_1_B-178-1-1-dep-right,waiting,5,50,2
BPHD_1_B-178-1-1-dep-right,BPKW_642_B-178-1-1-arr-right,driving,20,20,2
BPKW_642_B-178-1-1-arr-right,BPKW_642_B-178-1-1-dep-right,waiting,5,40,2
BBOS_612_B-178-1-1-arr-right,BBOS_612_B-178-1-1-dep-right,waiting,5,22,2
BPKW_642_B-178-1-1-dep-right,BBOS_612_B-178-1-1-arr-right,driving,18,18,2
BBOS_612_B-178-1-1-dep-right,BGB_721_B-178-1-1-arr-right,driving,15,15,2
BBOS_612_B-178-1-1-dep-right,BGB_722_B-178-1-1-arr-right,driving,15,15,2
BGB_721_B-178-1-1-arr-right,BGB_721_B-178-1-1-dep-right,waiting,5,25,2
BGB_722_B-178-1-1-arr-right,BGB_722_B-178-1-1-dep-right,waiting,5,25,2
BGB_721_B-178-1-1-dep-right,BHUM_711_B-178-1-1-arr-right,driving,12,12,2
BHUM_711_B-178-1-1-arr-right,BHUM_711_B-178-1-1-dep-right,waiting,5,33,2
BGB_722_B-178-1-1-dep-right,BHUM_711_B-178-1-1-arr-right,driving,12,12,2
BHUM_711_B-178-1-1-dep-right,BNB_411_B-178-1-1-arr-right,driving,23,23,2
BNB_411_B-178-1-1-arr-right,BNB_411_B-178-1-1-dep-right,waiting,5,33,2
BHUM_712_B-178-1-2-arr-right,BHUM_712_B-178-1-2-dep-right,waiting,5,33,2
BNB_414_B-178-1-2-dep-right,BHUM_712_B-178-1-2-arr-right,driving,22,22,2
BHUM_712_B-178-1-2-dep-right,BGB_724_B-178-1-2-arr-right,driving,13,13,2
BHUM_712_B-178-1-2-dep-right,BGB_723_B-178-1-2-arr-right,driving,13,13,2
BGB_724_B-178-1-2-arr-right,BGB_724_B-178-1-2-dep-right,waiting,5,25,2
BGB_723_B-178-1-2-arr-right,BGB_723_B-178-1-2-dep-right,waiting,5,25,2
BGB_724_B-178-1-2-dep-right,BBOS_613_B-178-1-2-arr-right,driving,15,15,2
BBOS_613_B-178-1-2-arr-right,BBOS_613_B-178-1-2-dep-right,waiting,5,22,2
BGB_723_B-178-1-2-dep-right,BBOS_613_B-178-1-2-arr-right,driving,15,15,2
BBOS_613_B-178-1-2-dep-right,BPKW_641_B-178-1-2-arr-right,driving,18,18,2
BPKW_641_B-178-1-2-arr-right,BPKW_641_B-178-1-2-dep-right,waiting,5,40,2
BPKW_641_B-178-1-2-dep-right,BPHD_2_B-178-1-2-arr-right,driving,21,21,2
BPHD_2_B-178-1-2-arr-right,BPHD_2_B-178-1-2-dep-right,waiting,5,50,2
BPHD_2_B-178-1-2-dep-right,BBLB_4_B-178-1-2-arr-right,driving,20,20,2
BBLB_4_B-178-1-2-arr-right,BBLB_4_B-178-1-2-dep-right,waiting,5,50,2
BBLB_4_B-178-1-2-dep-right,BKRW_101_B-178-1-2-arr-right,driving,33,33,2
BBLB_4_B-178-1-2-dep-right,BKRW_102_B-178-1-2-arr-left,driving,38,38,2
BKRW_101_B-178-1-2-arr-right,BKRW_101_B-178-1-2-dep-right,waiting,5,100,2
BKRW_102_B-178-1-2-arr-left,BKRW_102_B-178-1-2-dep-left,waiting,5,100,2
BKRW_101_B-178-1-2-dep-right,BBU_111_B-178-1-21-arr-right,driving,28,28,2
BKRW_101_B-178-1-2-dep-right,BBU_112_B-178-1-21-arr-left,driving,33,33,2
BBU_111_B-178-1-21-arr-right,BBU_111_B-178-1-21-dep-right,waiting,5,100,1
BBU_111_B-178-1-21-arr-right,BBU_111_B-178-1-21-dep-left,turn,20,180,1
BBU_112_B-178-1-21-arr-left,BBU_112_B-178-1-21-dep-left,waiting,5,100,1
BBU_112_B-178-1-21-arr-left,BBU_112_B-178-1-21-dep-right,turn,20,180,1
BKRW_102_B-178-1-2-dep-left,BBU_111_B-178-1-21-arr-right,driving,33,33,2
BKRW_102_B-178-1-2-dep-left,BBU_112_B-178-1-21-arr-left,driving,28,28,2
BBU_111_B-178-1-21-dep-right,BBU_13_A-178-1-21-arr-right,driving,15.0,15.0,1
BBU_13_A-178-1-21-arr-right,BBU_13_A-178-1-21-dep-left,turn,20,180,1
BBU_13_A-178-1-21-dep-left,BBU_111_B-178-1-21-arr-left,driving,15.0,15.0,1
BBU_13_A-178-1-21-dep-left,BBU_112_B-178-1-21-arr-right,driving,15.0,15.0,1
BBU_111_B-178-1-21-arr-left,BBU_111_B-178-1-21-dep-left,waiting,5,100,1
BBU_112_B-178-1-21-arr-right,BBU_112_B-178-1-21-dep-right,waiting,5,100,1
BBU_112_B-178-1-21-dep-left,BBU_13_A-178-1-21-arr-right,driving,15.0,15.0,1
BNB_411_B-178-1-1-dep-right,henkel_4_S2_WI_BBU_BLRD_0_S2_WI_BLRD_BBU_0-178-1-12,henkel-to,153,153,2
BNB_411_B-178-1-1-dep-right,henkel_4_S2_W_BBER_BLRD_0_S2_W_BLRD_BBER_0-178-1-12,henkel-to,53,53,2
henkel_4_S2_WI_BBU_BLRD_0_S2_WI_BLRD_BBU_0-178-1-12,BNB_414_B-178-1-2-arr-right,henkel-from,117,117,2
BNB_414_B-178-1-2-arr-right,BNB_414_B-178-1-2-dep-right,waiting,5,33,2
henkel_4_S2_W_BBER_BLRD_0_S2_W_BLRD_BBER_0-178-1-12,BNB_414_B-178-1-2-arr-right,henkel-from,17,17,2
BGKR_112_WA-293-1-1-dep-right,BADL_4_B-293-1-1-arr-right,driving,18,18,2
BADL_4_B-293-1-1-arr-right,BADL_4_B-293-1-1-dep-right,waiting,5,40,2
BADL_4_B-293-1-1-dep-right,BSCF_4_B-293-1-1-arr-right,driving,20,20,2
BSCF_4_B-293-1-1-arr-right,BSCF_4_B-293-1-1-dep-right,waiting,5,40,2
BSCF_4_B-293-1-1-dep-right,BSW_5_B-293-1-1-arr-right,driving,23,23,2
BSCF_4_B-293-1-1-dep-right,BSW_6_B-293-1-1-arr-right,driving,23,23,2
BSW_5_B-293-1-1-arr-right,BSW_5_B-293-1-1-dep-right,waiting,5,33,2
BSW_6_B-293-1-1-arr-right,BSW_6_B-293-1-1-dep-right,waiting,5,33,2
BSW_5_B-293-1-1-dep-right,BBMW_4_B-293-1-1-arr-right,driving,22,22,2
BBMW_4_B-293-1-1-arr-right,BBMW_4_B-293-1-1-dep-right,waiting,5,33,2
BSW_6_B-293-1-1-dep-right,BBMW_4_B-293-1-1-arr-right,driving,22,22,2
BBMW_4_B-293-1-1-dep-right,BPWA_4_B-293-1-1-arr-right,driving,19,19,2
BPWA_4_B-293-1-1-arr-right,BPWA_4_B-293-1-1-dep-right,waiting,5,67,2
BPWA_4_B-293-1-1-dep-right,BTP_574_B-293-1-1-arr-right,driving,22,22,2
BTP_574_B-293-1-1-arr-right,BTP_574_B-293-1-1-dep-right,waiting,5,33,2
BPWA_3_B-293-1-2-arr-right,BPWA_3_B-293-1-2-dep-right,waiting,5,67,2
BTP_573_B-293-1-2-dep-right,BPWA_3_B-293-1-2-arr-right,driving,23,23,2
BPWA_3_B-293-1-2-dep-right,BBMW_3_B-293-1-2-arr-right,driving,18,18,2
BBMW_3_B-293-1-2-arr-right,BBMW_3_B-293-1-2-dep-right,waiting,5,33,2
BSW_4_B-293-1-2-arr-right,BSW_4_B-293-1-2-dep-right,waiting,5,33,2
BSW_5_B-293-1-2-arr-left,BSW_5_B-293-1-2-dep-left,waiting,5,33,2
BSW_3_B-293-1-2-arr-right,BSW_3_B-293-1-2-dep-right,waiting,5,33,2
BBMW_3_B-293-1-2-dep-right,BSW_4_B-293-1-2-arr-right,driving,25,25,2
BBMW_3_B-293-1-2-dep-right,BSW_5_B-293-1-2-arr-left,driving,30,30,2
BBMW_3_B-293-1-2-dep-right,BSW_3_B-293-1-2-arr-right,driving,25,25,2
BSW_4_B-293-1-2-dep-right,BSCF_3_B-293-1-2-arr-right,driving,20,20,2
BSCF_3_B-293-1-2-arr-right,BSCF_3_B-293-1-2-dep-right,waiting,5,40,2
BSW_5_B-293-1-2-dep-left,BSCF_3_B-293-1-2-arr-right,driving,25,25,2
BSW_3_B-293-1-2-dep-right,BSCF_3_B-293-1-2-arr-right,driving,20,20,2
BSCF_3_B-293-1-2-dep-right,BADL_3_B-293-1-2-arr-right,driving,20,20,2
BADL_3_B-293-1-2-arr-right,BADL_3_B-293-1-2-dep-right,waiting,5,40,2
BADL_3_B-293-1-2-dep-right,BGKR_111_WA-293-1-2-arr-right,driving,18,18,2
BGKR_111_WA-293-1-2-arr-right,BGKR_111_WA-293-1-2-dep-right,waiting,0,0,2
BGKR_111_WA-293-1-2-dep-right,henkel_10_S45_U_BFBB_BSKR_0_S45_U_BSKR_BFBB_0-293-1-21,henkel-to,88,88,2
BGKR_111_WA-293-1-2-dep-right,henkel_15_S9_C_BFBB_BSPA_0_S9_C_BSPA_BFBB_0-293-1-21,henkel-to,193,193,2
henkel_10_S45_U_BFBB_BSKR_0_S45_U_BSKR_BFBB_0-293-1-21,BGKR_112_WA-293-1-1-arr-right,henkel-from,131,131,2
BGKR_112_WA-293-1-1-arr-right,BGKR_112_WA-293-1-1-dep-right,waiting,0,0,2
henkel_15_S9_C_BFBB_BSPA_0_S9_C_BSPA_BFBB_0-293-1-21,BGKR_112_WA-293-1-1-arr-right,henkel-from,56,56,2
BTP_574_B-293-1-1-dep-right,henkel_14_S9_C_BFBB_BSPA_0_S9_C_BSPA_BFBB_0-293-1-12,henkel-to,164,164,2
henkel_14_S9_C_BFBB_BSPA_0_S9_C_BSPA_BFBB_0-293-1-12,BTP_573_B-293-1-2-arr-right,henkel-from,22,22,2
BTP_573_B-293-1-2-arr-right,BTP_573_B-293-1-2-dep-right,waiting,5,33,2
BBLB_1_B-58-1-1-dep-right,BPHD_1_B-58-1-1-arr-right,driving,20,20,2
BPHD_1_B-58-1-1-arr-right,BPHD_1_B-58-1-1-dep-right,waiting,5,50,2
BPHD_1_B-58-1-1-dep-right,BPKW_642_B-58-1-1-arr-right,driving,20,20,2
BPKW_642_B-58-1-1-arr-right,BPKW_642_B-58-1-1-dep-right,waiting,5,40,2
BBOS_612_B-58-1-1-arr-right,BBOS_612_B-58-1-1-dep-right,waiting,5,22,2
BPKW_642_B-58-1-1-dep-right,BBOS_612_B-58-1-1-arr-right,driving,18,18,2
BBOS_612_B-58-1-1-dep-right,BSAL_771_B-58-1-1-arr-right,driving,20,20,2
BSAL_771_B-58-1-1-arr-right,BSAL_771_B-58-1-1-dep-right,waiting,5,40,2
BSAL_771_B-58-1-1-dep-right,BPLA_781_B-58-1-1-arr-right,driving,13,13,2
BPLA_781_B-58-1-1-arr-right,BPLA_781_B-58-1-1-dep-right,waiting,5,40,2
BPLA_781_B-58-1-1-dep-right,BGSS_511_B-58-1-1-arr-right,driving,15,15,2
BGSS_511_B-58-1-1-arr-right,BGSS_511_B-58-1-1-dep-right,waiting,5,40,2
BGSS_511_B-58-1-1-dep-right,BLST_531_B-58-1-1-arr-right,driving,19,19,2
BGSS_511_B-58-1-1-dep-right,BLST_532_B-58-1-1-arr-left,driving,24,24,2
BLST_531_B-58-1-1-arr-right,BLST_531_B-58-1-1-dep-right,waiting,5,40,2
BLST_532_B-58-1-1-arr-left,BLST_532_B-58-1-1-dep-left,waiting,5,40,2
BLST_531_B-58-1-1-dep-right,BSTO_541_B-58-1-1-arr-right,driving,15,15,2
BSTO_541_B-58-1-1-arr-right,BSTO_541_B-58-1-1-dep-right,waiting,5,40,2
BLST_532_B-58-1-1-dep-left,BSTO_541_B-58-1-1-arr-right,driving,20,20,2
BSTO_541_B-58-1-1-dep-right,BFA_541_B-58-1-1-arr-right,driving,15,15,2
BFA_541_B-58-1-1-arr-right,BFA_541_B-58-1-1-dep-right,waiting,5,40,2
BFA_541_B-58-1-1-dep-right,BOK_551_B-58-1-1-arr-right,driving,18,18,2
BOK_551_B-58-1-1-arr-right,BOK_551_B-58-1-1-dep-right,waiting,5,40,2
BOK_551_B-58-1-1-dep-right,BTP_572_B-58-1-1-arr-left,driving,20,20,2
BOK_551_B-58-1-1-dep-right,BTP_571_B-58-1-1-arr-right,driving,15,15,2
BOK_551_B-58-1-1-dep-right,BTP_573_B-58-1-1-arr-right,driving,15,15,2
BOK_551_B-58-1-1-dep-right,BTP_574_B-58-1-1-arr-left,driving,20,20,2
BTP_572_B-58-1-1-arr-left,BTP_572_B-58-1-1-dep-left,waiting,5,33,2
BTP_571_B-58-1-1-arr-right,BTP_571_B-58-1-1-dep-right,waiting,5,33,2
BTP_573_B-58-1-1-arr-right,BTP_573_B-58-1-1-dep-right,waiting,5,33,2
BTP_574_B-58-1-1-arr-left,BTP_574_B-58-1-1-dep-left,waiting,5,33,2
BTP_572_B-58-1-1-dep-left,BPWA_3_B-58-1-1-arr-right,driving,28,28,2
BPWA_3_B-58-1-1-arr-right,BPWA_3_B-58-1-1-dep-right,waiting,5,67,2
BTP_571_B-58-1-1-dep-right,BPWA_3_B-58-1-1-arr-right,driving,23,23,2
BTP_573_B-58-1-1-dep-right,BPWA_3_B-58-1-1-arr-right,driving,23,23,2
BTP_574_B-58-1-1-dep-left,BPWA_3_B-58-1-1-arr-right,driving,28,28,2
BPWA_3_B-58-1-1-dep-right,BBMW_3_B-58-1-1-arr-right,driving,18,18,2
BBMW_3_B-58-1-1-arr-right,BBMW_3_B-58-1-1-dep-right,waiting,5,33,2
BSW_4_B-58-1-1-arr-right,BSW_4_B-58-1-1-dep-right,waiting,5,33,2
BSW_5_B-58-1-1-arr-left,BSW_5_B-58-1-1-dep-left,waiting,5,33,2
BSW_3_B-58-1-1-arr-right,BSW_3_B-58-1-1-dep-right,waiting,5,33,2
BBMW_3_B-58-1-1-dep-right,BSW_4_B-58-1-1-arr-right,driving,25,25,2
BBMW_3_B-58-1-1-dep-right,BSW_5_B-58-1-1-arr-left,driving,30,30,2
BBMW_3_B-58-1-1-dep-right,BSW_3_B-58-1-1-arr-right,driving,25,25,2
BSW_4_B-58-1-1-dep-right,BSCF_3_B-58-1-1-arr-right,driving,20,20,2
BSCF_3_B-58-1-1-arr-right,BSCF_3_B-58-1-1-dep-right,waiting,5,40,2
BSW_5_B-58-1-1-dep-left,BSCF_3_B-58-1-1-arr-right,driving,25,25,2
BSW_3_B-58-1-1-dep-right,BSCF_3_B-58-1-1-arr-right,driving,20,20,2
BSCF_3_B-58-1-1-dep-right,BADL_3_B-58-1-1-arr-right,driving,20,20,2
BADL_3_B-58-1-1-arr-right,BADL_3_B-58-1-1-dep-right,waiting,5,40,2
BADL_3_B-58-1-1-dep-right,BGKR_111_WA-58-1-1-arr-right,driving,18,18,2
BGKR_111_WA-58-1-1-arr-right,BGKR_111_WA-58-1-1-dep-right,waiting,0,0,2
BGKR_111_WA-58-1-1-dep-right,BGAS_812_B-58-1-1-arr-right,driving,16,16,2
BGKR_111_WA-58-1-1-dep-right,BGAS_811_B-58-1-1-arr-right,driving,16,16,2
BGAS_812_B-58-1-1-arr-right,BGAS_812_B-58-1-1-dep-right,waiting,5,67,2
BGAS_811_B-58-1-1-arr-right,BGAS_811_B-58-1-1-dep-right,waiting,5,67,2
BEIW_873_B-58-1-1-arr-right,BEIW_873_B-58-1-1-dep-right,waiting,5,100,2
BGAS_812_B-58-1-1-dep-right,BEIW_873_B-58-1-1-arr-right,driving,48,48,2
BGAS_811_B-58-1-1-dep-right,BEIW_873_B-58-1-1-arr-right,driving,48,48,2
BEIW_873_B-58-1-1-dep-right,BZTH_884_B-58-1-12-arr-left,driving,32,32,2
BEIW_873_B-58-1-1-dep-right,BZTH_883_B-58-1-12-arr-right,driving,27,27,2
BZTH_884_B-58-1-12-arr-left,BZTH_884_B-58-1-12-dep-right,turn,20,180,1
BZTH_883_B-58-1-12-arr-right,BZTH_883_B-58-1-12-dep-left,turn,20,180,1
BZTH_884_B-58-1-12-dep-right,BEIW_874_B-58-1-2-arr-right,driving,27,27,2
BEIW_874_B-58-1-2-arr-right,BEIW_874_B-58-1-2-dep-right,waiting,5,100,2
BZTH_883_B-58-1-12-dep-left,BEIW_874_B-58-1-2-arr-right,driving,32,32,2
BEIW_874_B-58-1-2-dep-right,BGAS_813_B-58-1-2-arr-left,driving,53,53,2
BEIW_874_B-58-1-2-dep-right,BGAS_814_B-58-1-2-arr-right,driving,48,48,2
BGAS_813_B-58-1-2-arr-left,BGAS_813_B-58-1-2-dep-left,waiting,5,67,2
BGAS_814_B-58-1-2-arr-right,BGAS_814_B-58-1-2-dep-right,waiting,5,67,2
BGAS_813_B-58-1-2-dep-left,BGKR_112_WA-58-1-2-arr-right,driving,19,19,2
BGKR_112_WA-58-1-2-arr-right,BGKR_112_WA-58-1-2-dep-right,waiting,0,0,2
BGAS_814_B-58-1-2-dep-right,BGKR_112_WA-58-1-2-arr-right,driving,14,14,2
BGKR_112_WA-58-1-2-dep-right,BADL_4_B-58-1-2-arr-right,driving,18,18,2
BADL_4_B-58-1-2-arr-right,BADL_4_B-58-1-2-dep-right,waiting,5,40,2
BADL_4_B-58-1-2-dep-right,BSCF_4_B-58-1-2-arr-right,driving,20,20,2
BSCF_4_B-58-1-2-arr-right,BSCF_4_B-58-1-2-dep-right,waiting,5,40,2
BSCF_4_B-58-1-2-dep-right,BSW_5_B-58-1-2-arr-right,driving,23,23,2
BSCF_4_B-58-1-2-dep-right,BSW_6_B-58-1-2-arr-right,driving,23,23,2
BSW_5_B-58-1-2-arr-right,BSW_5_B-58-1-2-dep-right,waiting,5,33,2
BSW_6_B-58-1-2-arr-right,BSW_6_B-58-1-2-dep-right,waiting,5,33,2
BSW_5_B-58-1-2-dep-right,BBMW_4_B-58-1-2-arr-right,driving,22,22,2
BBMW_4_B-58-1-2-arr-right,BBMW_4_B-58-1-2-dep-right,waiting,5,33,2
BSW_6_B-58-1-2-dep-right,BBMW_4_B-58-1-2-arr-right,driving,22,22,2
BBMW_4_B-58-1-2-dep-right,BPWA_4_B-58-1-2-arr-right,driving,19,19,2
BPWA_4_B-58-1-2-arr-right,BPWA_4_B-58-1-2-dep-right,waiting,5,67,2
BPWA_4_B-58-1-2-dep-right,BTP_572_B-58-1-2-arr-right,driving,22,22,2
BPWA_4_B-58-1-2-dep-right,BTP_574_B-58-1-2-arr-right,driving,22,22,2
BTP_572_B-58-1-2-arr-right,BTP_572_B-58-1-2-dep-right,waiting,5,33,2
BTP_574_B-58-1-2-arr-right,BTP_574_B-58-1-2-dep-right,waiting,5,33,2
BTP_572_B-58-1-2-dep-right,BOK_552_B-58-1-2-arr-right,driving,17,17,2
BOK_552_B-58-1-2-arr-right,BOK_552_B-58-1-2-dep-right,waiting,5,40,2
BTP_574_B-58-1-2-dep-right,BOK_552_B-58-1-2-arr-right,driving,17,17,2
BOK_552_B-58-1-2-dep-right,BFA_542_B-58-1-2-arr-right,driving,17,17,2
