#file for arcs using the same infrastructure in the sense that activities (i,j) and (i_bar, j_bar) occupy the same underlying infrastructure
i,j,i_bar,j_bar
BHER_472_B-7-2-1-arr-right,BHER_472_B-7-2-1-dep-right,BHER_472_B-486-1-2-arr-right,BHER_472_B-486-1-2-dep-right
BHER_472_B-7-2-1-arr-right,BHER_472_B-7-2-1-dep-right,BHER_472_B-489-1-2-arr-right,BHER_472_B-489-1-2-dep-right
BHER_472_B-7-2-1-arr-right,BHER_472_B-7-2-1-dep-right,BHER_472_B-7-1-1-arr-right,BHER_472_B-7-1-1-dep-right
BHER_472_B-7-2-1-arr-right,BHER_472_B-7-2-1-dep-right,BHER_472_B-379-1-12-arr-right,BHER_472_B-379-1-12-dep-right
BHER_472_B-486-1-2-arr-right,BHER_472_B-486-1-2-dep-right,BHER_472_B-489-1-2-arr-right,BHER_472_B-489-1-2-dep-right
BHER_472_B-486-1-2-arr-right,BHER_472_B-486-1-2-dep-right,BHER_472_B-7-1-1-arr-right,BHER_472_B-7-1-1-dep-right
BHER_472_B-486-1-2-arr-right,BHER_472_B-486-1-2-dep-right,BHER_472_B-379-1-12-arr-right,BHER_472_B-379-1-12-dep-right
BHER_472_B-489-1-2-arr-right,BHER_472_B-489-1-2-dep-right,BHER_472_B-7-1-1-arr-right,BHER_472_B-7-1-1-dep-right
BHER_472_B-489-1-2-arr-right,BHER_472_B-489-1-2-dep-right,BHER_472_B-379-1-12-arr-right,BHER_472_B-379-1-12-dep-right
BHER_472_B-7-1-1-arr-right,BHER_472_B-7-1-1-dep-right,BHER_472_B-379-1-12-arr-right,BHER_472_B-379-1-12-dep-right
BNK_462_B-379-1-2-arr-right,BNK_462_B-379-1-2-dep-right,BNK_462_B-489-1-2-arr-right,BNK_462_B-489-1-2-dep-right
BNK_462_B-379-1-2-arr-right,BNK_462_B-379-1-2-dep-right,BNK_462_B-396-1-2-arr-right,BNK_462_B-396-1-2-dep-right
BNK_462_B-379-1-2-arr-right,BNK_462_B-379-1-2-dep-right,BNK_462_B-7-1-1-arr-right,BNK_462_B-7-1-1-dep-right
BNK_462_B-379-1-2-arr-right,BNK_462_B-379-1-2-dep-right,BNK_462_B-486-1-2-arr-right,BNK_462_B-486-1-2-dep-right
BNK_462_B-379-1-2-arr-right,BNK_462_B-379-1-2-dep-right,BNK_462_B-7-2-1-arr-right,BNK_462_B-7-2-1-dep-right
BNK_462_B-489-1-2-arr-right,BNK_462_B-489-1-2-dep-right,BNK_462_B-396-1-2-arr-right,BNK_462_B-396-1-2-dep-right
BNK_462_B-489-1-2-arr-right,BNK_462_B-489-1-2-dep-right,BNK_462_B-7-1-1-arr-right,BNK_462_B-7-1-1-dep-right
BNK_462_B-489-1-2-arr-right,BNK_462_B-489-1-2-dep-right,BNK_462_B-486-1-2-arr-right,BNK_462_B-486-1-2-dep-right
BNK_462_B-489-1-2-arr-right,BNK_462_B-489-1-2-dep-right,BNK_462_B-7-2-1-arr-right,BNK_462_B-7-2-1-dep-right
BNK_462_B-396-1-2-arr-right,BNK_462_B-396-1-2-dep-right,BNK_462_B-7-1-1-arr-right,BNK_462_B-7-1-1-dep-right
BNK_462_B-396-1-2-arr-right,BNK_462_B-396-1-2-dep-right,BNK_462_B-486-1-2-arr-right,BNK_462_B-486-1-2-dep-right
BNK_462_B-396-1-2-arr-right,BNK_462_B-396-1-2-dep-right,BNK_462_B-7-2-1-arr-right,BNK_462_B-7-2-1-dep-right
BNK_462_B-7-1-1-arr-right,BNK_462_B-7-1-1-dep-right,BNK_462_B-486-1-2-arr-right,BNK_462_B-486-1-2-dep-right
BNK_462_B-7-1-1-arr-right,BNK_462_B-7-1-1-dep-right,BNK_462_B-7-2-1-arr-right,BNK_462_B-7-2-1-dep-right
BNK_462_B-486-1-2-arr-right,BNK_462_B-486-1-2-dep-right,BNK_462_B-7-2-1-arr-right,BNK_462_B-7-2-1-dep-right
BSO_402_B-7-1-1-arr-right,BSO_402_B-7-1-1-dep-right,BSO_402_B-396-1-2-arr-right,BSO_402_B-396-1-2-dep-right
BSO_402_B-7-1-1-arr-right,BSO_402_B-7-1-1-dep-right,BSO_402_B-379-1-2-arr-right,BSO_402_B-379-1-2-dep-right
BSO_402_B-7-1-1-arr-right,BSO_402_B-7-1-1-dep-right,BSO_402_B-7-2-1-arr-right,BSO_402_B-7-2-1-dep-right
BSO_402_B-396-1-2-arr-right,BSO_402_B-396-1-2-dep-right,BSO_402_B-379-1-2-arr-right,BSO_402_B-379-1-2-dep-right
BSO_402_B-396-1-2-arr-right,BSO_402_B-396-1-2-dep-right,BSO_402_B-7-2-1-arr-right,BSO_402_B-7-2-1-dep-right
BSO_402_B-379-1-2-arr-right,BSO_402_B-379-1-2-dep-right,BSO_402_B-7-2-1-arr-right,BSO_402_B-7-2-1-dep-right
BOK_552_B-379-1-2-arr-right,BOK_552_B-379-1-2-dep-right,BOK_552_B-7-1-1-arr-right,BOK_552_B-7-1-1-dep-right
BOK_552_B-379-1-2-arr-right,BOK_552_B-379-1-2-dep-right,BOK_552_B-566-1-2-arr-right,BOK_552_B-566-1-2-dep-right
BOK_552_B-379-1-2-arr-right,BOK_552_B-379-1-2-dep-right,BOK_552_B-396-1-2-arr-right,BOK_552_B-396-1-2-dep-right
BOK_552_B-379-1-2-arr-right,BOK_552_B-379-1-2-dep-right,BOK_552_B-7-2-1-arr-right,BOK_552_B-7-2-1-dep-right
BOK_552_B-379-1-2-arr-right,BOK_552_B-379-1-2-dep-right,BOK_552_B-571-1-1-arr-right,BOK_552_B-571-1-1-dep-right
BOK_552_B-7-1-1-arr-right,BOK_552_B-7-1-1-dep-right,BOK_552_B-566-1-2-arr-right,BOK_552_B-566-1-2-dep-right
BOK_552_B-7-1-1-arr-right,BOK_552_B-7-1-1-dep-right,BOK_552_B-396-1-2-arr-right,BOK_552_B-396-1-2-dep-right
BOK_552_B-7-1-1-arr-right,BOK_552_B-7-1-1-dep-right,BOK_552_B-7-2-1-arr-right,BOK_552_B-7-2-1-dep-right
BOK_552_B-7-1-1-arr-right,BOK_552_B-7-1-1-dep-right,BOK_552_B-571-1-1-arr-right,BOK_552_B-571-1-1-dep-right
BOK_552_B-566-1-2-arr-right,BOK_552_B-566-1-2-dep-right,BOK_552_B-396-1-2-arr-right,BOK_552_B-396-1-2-dep-right
BOK_552_B-566-1-2-arr-right,BOK_552_B-566-1-2-dep-right,BOK_552_B-7-2-1-arr-right,BOK_552_B-7-2-1-dep-right
BOK_552_B-566-1-2-arr-right,BOK_552_B-566-1-2-dep-right,BOK_552_B-571-1-1-arr-right,BOK_552_B-571-1-1-dep-right
BOK_552_B-396-1-2-arr-right,BOK_552_B-396-1-2-dep-right,BOK_552_B-7-2-1-arr-right,BOK_552_B-7-2-1-dep-right
BOK_552_B-396-1-2-arr-right,BOK_552_B-396-1-2-dep-right,BOK_552_B-571-1-1-arr-right,BOK_552_B-571-1-1-dep-right
BOK_552_B-7-2-1-arr-right,BOK_552_B-7-2-1-dep-right,BOK_552_B-571-1-1-arr-right,BOK_552_B-571-1-1-dep-right
BFA_542_B-571-1-1-arr-right,BFA_542_B-571-1-1-dep-right,BFA_542_B-7-1-1-arr-right,BFA_542_B-7-1-1-dep-right
BFA_542_B-571-1-1-arr-right,BFA_542_B-571-1-1-dep-right,BFA_542_B-7-2-1-arr-right,BFA_542_B-7-2-1-dep-right
BFA_542_B-571-1-1-arr-right,BFA_542_B-571-1-1-dep-right,BFA_542_B-379-1-2-arr-right,BFA_542_B-379-1-2-dep-right
BFA_542_B-571-1-1-arr-right,BFA_542_B-571-1-1-dep-right,BFA_542_B-396-1-2-arr-right,BFA_542_B-396-1-2-dep-right
BFA_542_B-571-1-1-arr-right,BFA_542_B-571-1-1-dep-right,BFA_542_B-566-1-2-arr-right,BFA_542_B-566-1-2-dep-right
BFA_542_B-7-1-1-arr-right,BFA_542_B-7-1-1-dep-right,BFA_542_B-7-2-1-arr-right,BFA_542_B-7-2-1-dep-right
BFA_542_B-7-1-1-arr-right,BFA_542_B-7-1-1-dep-right,BFA_542_B-379-1-2-arr-right,BFA_542_B-379-1-2-dep-right
BFA_542_B-7-1-1-arr-right,BFA_542_B-7-1-1-dep-right,BFA_542_B-396-1-2-arr-right,BFA_542_B-396-1-2-dep-right
BFA_542_B-7-1-1-arr-right,BFA_542_B-7-1-1-dep-right,BFA_542_B-566-1-2-arr-right,BFA_542_B-566-1-2-dep-right
BFA_542_B-7-2-1-arr-right,BFA_542_B-7-2-1-dep-right,BFA_542_B-379-1-2-arr-right,BFA_542_B-379-1-2-dep-right
BFA_542_B-7-2-1-arr-right,BFA_542_B-7-2-1-dep-right,BFA_542_B-396-1-2-arr-right,BFA_542_B-396-1-2-dep-right
BFA_542_B-7-2-1-arr-right,BFA_542_B-7-2-1-dep-right,BFA_542_B-566-1-2-arr-right,BFA_542_B-566-1-2-dep-right
BFA_542_B-379-1-2-arr-right,BFA_542_B-379-1-2-dep-right,BFA_542_B-396-1-2-arr-right,BFA_542_B-396-1-2-dep-right
BFA_542_B-379-1-2-arr-right,BFA_542_B-379-1-2-dep-right,BFA_542_B-566-1-2-arr-right,BFA_542_B-566-1-2-dep-right
BFA_542_B-396-1-2-arr-right,BFA_542_B-396-1-2-dep-right,BFA_542_B-566-1-2-arr-right,BFA_542_B-566-1-2-dep-right
BSTO_542_B-571-1-1-arr-right,BSTO_542_B-571-1-1-dep-right,BSTO_542_B-396-1-2-arr-right,BSTO_542_B-396-1-2-dep-right
BSTO_542_B-571-1-1-arr-right,BSTO_542_B-571-1-1-dep-right,BSTO_542_B-379-1-2-arr-right,BSTO_542_B-379-1-2-dep-right
BSTO_542_B-571-1-1-arr-right,BSTO_542_B-571-1-1-dep-right,BSTO_542_B-7-1-1-arr-right,BSTO_542_B-7-1-1-dep-right
BSTO_542_B-571-1-1-arr-right,BSTO_542_B-571-1-1-dep-right,BSTO_542_B-7-2-1-arr-right,BSTO_542_B-7-2-1-dep-right
BSTO_542_B-571-1-1-arr-right,BSTO_542_B-571-1-1-dep-right,BSTO_542_B-566-1-2-arr-right,BSTO_542_B-566-1-2-dep-right
BSTO_542_B-396-1-2-arr-right,BSTO_542_B-396-1-2-dep-right,BSTO_542_B-379-1-2-arr-right,BSTO_542_B-379-1-2-dep-right
BSTO_542_B-396-1-2-arr-right,BSTO_542_B-396-1-2-dep-right,BSTO_542_B-7-1-1-arr-right,BSTO_542_B-7-1-1-dep-right
BSTO_542_B-396-1-2-arr-right,BSTO_542_B-396-1-2-dep-right,BSTO_542_B-7-2-1-arr-right,BSTO_542_B-7-2-1-dep-right
BSTO_542_B-396-1-2-arr-right,BSTO_542_B-396-1-2-dep-right,BSTO_542_B-566-1-2-arr-right,BSTO_542_B-566-1-2-dep-right
BSTO_542_B-379-1-2-arr-right,BSTO_542_B-379-1-2-dep-right,BSTO_542_B-7-1-1-arr-right,BSTO_542_B-7-1-1-dep-right
BSTO_542_B-379-1-2-arr-right,BSTO_542_B-379-1-2-dep-right,BSTO_542_B-7-2-1-arr-right,BSTO_542_B-7-2-1-dep-right
BSTO_542_B-379-1-2-arr-right,BSTO_542_B-379-1-2-dep-right,BSTO_542_B-566-1-2-arr-right,BSTO_542_B-566-1-2-dep-right
BSTO_542_B-7-1-1-arr-right,BSTO_542_B-7-1-1-dep-right,BSTO_542_B-7-2-1-arr-right,BSTO_542_B-7-2-1-dep-right
BSTO_542_B-7-1-1-arr-right,BSTO_542_B-7-1-1-dep-right,BSTO_542_B-566-1-2-arr-right,BSTO_542_B-566-1-2-dep-right
BSTO_542_B-7-2-1-arr-right,BSTO_542_B-7-2-1-dep-right,BSTO_542_B-566-1-2-arr-right,BSTO_542_B-566-1-2-dep-right
BGSS_512_B-571-1-1-arr-right,BGSS_512_B-571-1-1-dep-right,BGSS_512_B-396-1-2-arr-right,BGSS_512_B-396-1-2-dep-right
BGSS_512_B-571-1-1-arr-right,BGSS_512_B-571-1-1-dep-right,BGSS_512_B-7-2-1-arr-right,BGSS_512_B-7-2-1-dep-right
BGSS_512_B-571-1-1-arr-right,BGSS_512_B-571-1-1-dep-right,BGSS_512_B-566-1-2-arr-right,BGSS_512_B-566-1-2-dep-right
BGSS_512_B-571-1-1-arr-right,BGSS_512_B-571-1-1-dep-right,BGSS_512_B-379-1-2-arr-right,BGSS_512_B-379-1-2-dep-right
BGSS_512_B-571-1-1-arr-right,BGSS_512_B-571-1-1-dep-right,BGSS_512_B-7-1-1-arr-right,BGSS_512_B-7-1-1-dep-right
BGSS_512_B-396-1-2-arr-right,BGSS_512_B-396-1-2-dep-right,BGSS_512_B-7-2-1-arr-right,BGSS_512_B-7-2-1-dep-right
BGSS_512_B-396-1-2-arr-right,BGSS_512_B-396-1-2-dep-right,BGSS_512_B-566-1-2-arr-right,BGSS_512_B-566-1-2-dep-right
BGSS_512_B-396-1-2-arr-right,BGSS_512_B-396-1-2-dep-right,BGSS_512_B-379-1-2-arr-right,BGSS_512_B-379-1-2-dep-right
BGSS_512_B-396-1-2-arr-right,BGSS_512_B-396-1-2-dep-right,BGSS_512_B-7-1-1-arr-right,BGSS_512_B-7-1-1-dep-right
BGSS_512_B-7-2-1-arr-right,BGSS_512_B-7-2-1-dep-right,BGSS_512_B-566-1-2-arr-right,BGSS_512_B-566-1-2-dep-right
BGSS_512_B-7-2-1-arr-right,BGSS_512_B-7-2-1-dep-right,BGSS_512_B-379-1-2-arr-right,BGSS_512_B-379-1-2-dep-right
BGSS_512_B-7-2-1-arr-right,BGSS_512_B-7-2-1-dep-right,BGSS_512_B-7-1-1-arr-right,BGSS_512_B-7-1-1-dep-right
BGSS_512_B-566-1-2-arr-right,BGSS_512_B-566-1-2-dep-right,BGSS_512_B-379-1-2-arr-right,BGSS_512_B-379-1-2-dep-right
BGSS_512_B-566-1-2-arr-right,BGSS_512_B-566-1-2-dep-right,BGSS_512_B-7-1-1-arr-right,BGSS_512_B-7-1-1-dep-right
BGSS_512_B-379-1-2-arr-right,BGSS_512_B-379-1-2-dep-right,BGSS_512_B-7-1-1-arr-right,BGSS_512_B-7-1-1-dep-right
BPLA_782_B-379-1-2-arr-right,BPLA_782_B-379-1-2-dep-right,BPLA_782_B-396-1-2-arr-right,BPLA_782_B-396-1-2-dep-right
BPLA_782_B-379-1-2-arr-right,BPLA_782_B-379-1-2-dep-right,BPLA_782_B-571-1-1-arr-right,BPLA_782_B-571-1-1-dep-right
BPLA_782_B-379-1-2-arr-right,BPLA_782_B-379-1-2-dep-right,BPLA_782_B-566-1-2-arr-right,BPLA_782_B-566-1-2-dep-right
BPLA_782_B-379-1-2-arr-right,BPLA_782_B-379-1-2-dep-right,BPLA_782_B-7-1-1-arr-right,BPLA_782_B-7-1-1-dep-right
BPLA_782_B-379-1-2-arr-right,BPLA_782_B-379-1-2-dep-right,BPLA_782_B-7-2-1-arr-right,BPLA_782_B-7-2-1-dep-right
BPLA_782_B-396-1-2-arr-right,BPLA_782_B-396-1-2-dep-right,BPLA_782_B-571-1-1-arr-right,BPLA_782_B-571-1-1-dep-right
BPLA_782_B-396-1-2-arr-right,BPLA_782_B-396-1-2-dep-right,BPLA_782_B-566-1-2-arr-right,BPLA_782_B-566-1-2-dep-right
BPLA_782_B-396-1-2-arr-right,BPLA_782_B-396-1-2-dep-right,BPLA_782_B-7-1-1-arr-right,BPLA_782_B-7-1-1-dep-right
BPLA_782_B-396-1-2-arr-right,BPLA_782_B-396-1-2-dep-right,BPLA_782_B-7-2-1-arr-right,BPLA_782_B-7-2-1-dep-right
BPLA_782_B-571-1-1-arr-right,BPLA_782_B-571-1-1-dep-right,BPLA_782_B-566-1-2-arr-right,BPLA_782_B-566-1-2-dep-right
BPLA_782_B-571-1-1-arr-right,BPLA_782_B-571-1-1-dep-right,BPLA_782_B-7-1-1-arr-right,BPLA_782_B-7-1-1-dep-right
BPLA_782_B-571-1-1-arr-right,BPLA_782_B-571-1-1-dep-right,BPLA_782_B-7-2-1-arr-right,BPLA_782_B-7-2-1-dep-right
BPLA_782_B-566-1-2-arr-right,BPLA_782_B-566-1-2-dep-right,BPLA_782_B-7-1-1-arr-right,BPLA_782_B-7-1-1-dep-right
BPLA_782_B-566-1-2-arr-right,BPLA_782_B-566-1-2-dep-right,BPLA_782_B-7-2-1-arr-right,BPLA_782_B-7-2-1-dep-right
BPLA_782_B-7-1-1-arr-right,BPLA_782_B-7-1-1-dep-right,BPLA_782_B-7-2-1-arr-right,BPLA_782_B-7-2-1-dep-right
BSAL_772_B-566-1-2-arr-right,BSAL_772_B-566-1-2-dep-right,BSAL_772_B-7-1-1-arr-right,BSAL_772_B-7-1-1-dep-right
BSAL_772_B-566-1-2-arr-right,BSAL_772_B-566-1-2-dep-right,BSAL_772_B-571-1-1-arr-right,BSAL_772_B-571-1-1-dep-right
BSAL_772_B-566-1-2-arr-right,BSAL_772_B-566-1-2-dep-right,BSAL_772_B-379-1-2-arr-right,BSAL_772_B-379-1-2-dep-right
BSAL_772_B-566-1-2-arr-right,BSAL_772_B-566-1-2-dep-right,BSAL_772_B-7-2-1-arr-right,BSAL_772_B-7-2-1-dep-right
BSAL_772_B-566-1-2-arr-right,BSAL_772_B-566-1-2-dep-right,BSAL_772_B-396-1-2-arr-right,BSAL_772_B-396-1-2-dep-right
BSAL_772_B-7-1-1-arr-right,BSAL_772_B-7-1-1-dep-right,BSAL_772_B-571-1-1-arr-right,BSAL_772_B-571-1-1-dep-right
BSAL_772_B-7-1-1-arr-right,BSAL_772_B-7-1-1-dep-right,BSAL_772_B-379-1-2-arr-right,BSAL_772_B-379-1-2-dep-right
BSAL_772_B-7-1-1-arr-right,BSAL_772_B-7-1-1-dep-right,BSAL_772_B-7-2-1-arr-right,BSAL_772_B-7-2-1-dep-right
BSAL_772_B-7-1-1-arr-right,BSAL_772_B-7-1-1-dep-right,BSAL_772_B-396-1-2-arr-right,BSAL_772_B-396-1-2-dep-right
BSAL_772_B-571-1-1-arr-right,BSAL_772_B-571-1-1-dep-right,BSAL_772_B-379-1-2-arr-right,BSAL_772_B-379-1-2-dep-right
BSAL_772_B-571-1-1-arr-right,BSAL_772_B-571-1-1-dep-right,BSAL_772_B-7-2-1-arr-right,BSAL_772_B-7-2-1-dep-right
BSAL_772_B-571-1-1-arr-right,BSAL_772_B-571-1-1-dep-right,BSAL_772_B-396-1-2-arr-right,BSAL_772_B-396-1-2-dep-right
BSAL_772_B-379-1-2-arr-right,BSAL_772_B-379-1-2-dep-right,BSAL_772_B-7-2-1-arr-right,BSAL_772_B-7-2-1-dep-right
BSAL_772_B-379-1-2-arr-right,BSAL_772_B-379-1-2-dep-right,BSAL_772_B-396-1-2-arr-right,BSAL_772_B-396-1-2-dep-right
BSAL_772_B-7-2-1-arr-right,BSAL_772_B-7-2-1-dep-right,BSAL_772_B-396-1-2-arr-right,BSAL_772_B-396-1-2-dep-right
BGB_722_B-396-1-2-arr-right,BGB_722_B-396-1-2-dep-right,BGB_722_B-7-1-1-arr-right,BGB_722_B-7-1-1-dep-right
BGB_722_B-396-1-2-arr-right,BGB_722_B-396-1-2-dep-right,BGB_722_B-379-1-2-arr-right,BGB_722_B-379-1-2-dep-right
BGB_722_B-396-1-2-arr-right,BGB_722_B-396-1-2-dep-right,BGB_722_B-7-2-1-arr-right,BGB_722_B-7-2-1-dep-right
BGB_722_B-7-1-1-arr-right,BGB_722_B-7-1-1-dep-right,BGB_722_B-379-1-2-arr-right,BGB_722_B-379-1-2-dep-right
BGB_722_B-7-1-1-arr-right,BGB_722_B-7-1-1-dep-right,BGB_722_B-7-2-1-arr-right,BGB_722_B-7-2-1-dep-right
BGB_722_B-379-1-2-arr-right,BGB_722_B-379-1-2-dep-right,BGB_722_B-7-2-1-arr-right,BGB_722_B-7-2-1-dep-right
BWED_842_B-396-1-2-arr-right,BWED_842_B-396-1-2-dep-right,BWED_842_B-379-1-2-arr-right,BWED_842_B-379-1-2-dep-right
BWED_842_B-396-1-2-arr-right,BWED_842_B-396-1-2-dep-right,BWED_842_B-7-2-1-arr-right,BWED_842_B-7-2-1-dep-right
BWED_842_B-396-1-2-arr-right,BWED_842_B-396-1-2-dep-right,BWED_842_B-7-1-1-arr-right,BWED_842_B-7-1-1-dep-right
BWED_842_B-379-1-2-arr-right,BWED_842_B-379-1-2-dep-right,BWED_842_B-7-2-1-arr-right,BWED_842_B-7-2-1-dep-right
BWED_842_B-379-1-2-arr-right,BWED_842_B-379-1-2-dep-right,BWED_842_B-7-1-1-arr-right,BWED_842_B-7-1-1-dep-right
BWED_842_B-7-2-1-arr-right,BWED_842_B-7-2-1-dep-right,BWED_842_B-7-1-1-arr-right,BWED_842_B-7-1-1-dep-right
BWH_832_B-7-2-1-arr-right,BWH_832_B-7-2-1-dep-right,BWH_832_B-7-1-1-arr-right,BWH_832_B-7-1-1-dep-right
BWH_832_B-7-2-1-arr-right,BWH_832_B-7-2-1-dep-right,BWH_832_B-396-1-2-arr-right,BWH_832_B-396-1-2-dep-right
BWH_832_B-7-2-1-arr-right,BWH_832_B-7-2-1-dep-right,BWH_832_B-379-1-2-arr-right,BWH_832_B-379-1-2-dep-right
BWH_832_B-7-1-1-arr-right,BWH_832_B-7-1-1-dep-right,BWH_832_B-396-1-2-arr-right,BWH_832_B-396-1-2-dep-right
BWH_832_B-7-1-1-arr-right,BWH_832_B-7-1-1-dep-right,BWH_832_B-379-1-2-arr-right,BWH_832_B-379-1-2-dep-right
BWH_832_B-396-1-2-arr-right,BWH_832_B-396-1-2-dep-right,BWH_832_B-379-1-2-arr-right,BWH_832_B-379-1-2-dep-right
BBEU_812_B-396-1-2-arr-right,BBEU_812_B-396-1-2-dep-right,BBEU_812_B-7-1-1-arr-right,BBEU_812_B-7-1-1-dep-right
BBEU_812_B-396-1-2-arr-right,BBEU_812_B-396-1-2-dep-right,BBEU_812_B-379-1-2-arr-right,BBEU_812_B-379-1-2-dep-right
BBEU_812_B-396-1-2-arr-right,BBEU_812_B-396-1-2-dep-right,BBEU_812_B-7-2-1-arr-right,BBEU_812_B-7-2-1-dep-right
BBEU_812_B-7-1-1-arr-right,BBEU_812_B-7-1-1-dep-right,BBEU_812_B-379-1-2-arr-right,BBEU_812_B-379-1-2-dep-right
BBEU_812_B-7-1-1-arr-right,BBEU_812_B-7-1-1-dep-right,BBEU_812_B-7-2-1-arr-right,BBEU_812_B-7-2-1-dep-right
BBEU_812_B-379-1-2-arr-right,BBEU_812_B-379-1-2-dep-right,BBEU_812_B-7-2-1-arr-right,BBEU_812_B-7-2-1-dep-right
BJUN_956_B-7-2-1-arr-right,BJUN_956_B-7-2-1-dep-right,BJUN_956_B-396-1-2-arr-right,BJUN_956_B-396-1-2-dep-right
BJUN_956_B-7-2-1-arr-right,BJUN_956_B-7-2-1-dep-right,BJUN_956_B-379-1-2-arr-right,BJUN_956_B-379-1-2-dep-right
BJUN_956_B-7-2-1-arr-right,BJUN_956_B-7-2-1-dep-right,BJUN_956_B-7-1-1-arr-right,BJUN_956_B-7-1-1-dep-right
BJUN_956_B-396-1-2-arr-right,BJUN_956_B-396-1-2-dep-right,BJUN_956_B-379-1-2-arr-right,BJUN_956_B-379-1-2-dep-right
BJUN_956_B-396-1-2-arr-right,BJUN_956_B-396-1-2-dep-right,BJUN_956_B-7-1-1-arr-right,BJUN_956_B-7-1-1-dep-right
BJUN_956_B-379-1-2-arr-right,BJUN_956_B-379-1-2-dep-right,BJUN_956_B-7-1-1-arr-right,BJUN_956_B-7-1-1-dep-right
BWES_812_B-379-1-2-arr-right,BWES_812_B-379-1-2-dep-right,BWES_812_B-7-2-1-arr-right,BWES_812_B-7-2-1-dep-right
BWES_812_B-379-1-2-arr-right,BWES_812_B-379-1-2-dep-right,BWES_812_B-396-1-2-arr-right,BWES_812_B-396-1-2-dep-right
BWES_812_B-379-1-2-arr-right,BWES_812_B-379-1-2-dep-right,BWES_812_B-7-1-1-arr-right,BWES_812_B-7-1-1-dep-right
BWES_812_B-7-2-1-arr-right,BWES_812_B-7-2-1-dep-right,BWES_812_B-396-1-2-arr-right,BWES_812_B-396-1-2-dep-right
BWES_812_B-7-2-1-arr-right,BWES_812_B-7-2-1-dep-right,BWES_812_B-7-1-1-arr-right,BWES_812_B-7-1-1-dep-right
BWES_812_B-396-1-2-arr-right,BWES_812_B-396-1-2-dep-right,BWES_812_B-7-1-1-arr-right,BWES_812_B-7-1-1-dep-right
BMN_802_B-396-1-2-arr-right,BMN_802_B-396-1-2-dep-right,BMN_802_B-379-1-2-arr-right,BMN_802_B-379-1-2-dep-right
BMN_802_B-396-1-2-arr-right,BMN_802_B-396-1-2-dep-right,BMN_802_B-7-1-1-arr-right,BMN_802_B-7-1-1-dep-right
BMN_802_B-396-1-2-arr-right,BMN_802_B-396-1-2-dep-right,BMN_802_B-7-2-1-arr-right,BMN_802_B-7-2-1-dep-right
BMN_802_B-379-1-2-arr-right,BMN_802_B-379-1-2-dep-right,BMN_802_B-7-1-1-arr-right,BMN_802_B-7-1-1-dep-right
BMN_802_B-379-1-2-arr-right,BMN_802_B-379-1-2-dep-right,BMN_802_B-7-2-1-arr-right,BMN_802_B-7-2-1-dep-right
BMN_802_B-7-1-1-arr-right,BMN_802_B-7-1-1-dep-right,BMN_802_B-7-2-1-arr-right,BMN_802_B-7-2-1-dep-right
BWKRR_802_B-7-2-1-arr-right,BWKRR_802_B-7-2-1-dep-right,BWKRR_802_B-396-1-2-arr-right,BWKRR_802_B-396-1-2-dep-right
BWKRR_802_B-7-2-1-arr-right,BWKRR_802_B-7-2-1-dep-right,BWKRR_802_B-7-1-1-arr-right,BWKRR_802_B-7-1-1-dep-right
BWKRR_802_B-7-2-1-arr-right,BWKRR_802_B-7-2-1-dep-right,BWKRR_802_B-379-1-2-arr-right,BWKRR_802_B-379-1-2-dep-right
BWKRR_802_B-396-1-2-arr-right,BWKRR_802_B-396-1-2-dep-right,BWKRR_802_B-7-1-1-arr-right,BWKRR_802_B-7-1-1-dep-right
BWKRR_802_B-396-1-2-arr-right,BWKRR_802_B-396-1-2-dep-right,BWKRR_802_B-379-1-2-arr-right,BWKRR_802_B-379-1-2-dep-right
BWKRR_802_B-7-1-1-arr-right,BWKRR_802_B-7-1-1-dep-right,BWKRR_802_B-379-1-2-arr-right,BWKRR_802_B-379-1-2-dep-right
BHAL_712_B-7-2-1-arr-right,BHAL_712_B-7-2-1-dep-right,BHAL_712_B-7-1-1-arr-right,BHAL_712_B-7-1-1-dep-right
BHAL_712_B-7-2-1-arr-right,BHAL_712_B-7-2-1-dep-right,BHAL_712_B-379-1-21-arr-right,BHAL_712_B-379-1-21-dep-right
BHAL_712_B-7-2-1-arr-right,BHAL_712_B-7-2-1-dep-right,BHAL_712_B-396-1-21-arr-right,BHAL_712_B-396-1-21-dep-right
BHAL_712_B-7-1-1-arr-right,BHAL_712_B-7-1-1-dep-right,BHAL_712_B-379-1-21-arr-right,BHAL_712_B-379-1-21-dep-right
BHAL_712_B-7-1-1-arr-right,BHAL_712_B-7-1-1-dep-right,BHAL_712_B-396-1-21-arr-right,BHAL_712_B-396-1-21-dep-right
BHAL_712_B-379-1-21-arr-right,BHAL_712_B-379-1-21-dep-right,BHAL_712_B-396-1-21-arr-right,BHAL_712_B-396-1-21-dep-right
BHO_702_B-7-2-1-arr-right,BHO_702_B-7-2-1-dep-right,BHO_702_B-7-1-1-arr-right,BHO_702_B-7-1-1-dep-right
BHEI_632_B-7-2-1-arr-right,BHEI_632_B-7-2-1-dep-right,BHEI_632_B-7-1-1-arr-right,BHEI_632_B-7-1-1-dep-right
BHAL_713_A-396-1-21-arr-left,BHAL_713_A-396-1-21-dep-right,BHAL_713_A-379-1-21-arr-left,BHAL_713_A-379-1-21-dep-right
